title,content
"'Garbage' to blame Ukraine for massive X outage, experts say","Experts have cast doubt on Elon Musk's claim that a large-scale outage which hit X was caused by hackers in Ukraine.
Platform monitor Downdetector says it had more than 1.6 million reports of problems with the social media site from users around the world on Monday.
""We're not sure exactly what happened but there was a massive cyber-attack to try and bring down the X system with IP [Internet Protocol] addresses originating in the Ukraine area,"" Musk said in an interview with the Fox Business channel.
However, Ciaran Martin, professor at Oxford University's Blavatnik School of Government told the BBC that explanation was ""wholly unconvincing"" and ""pretty much garbage.""
Prof Martin - former head of the UK's National Cyber Security Centre - says it looks as if X was targeted by what's known as a distributed denial of service (DDoS) attack, where hackers flood a server with internet traffic to prevent users from connecting to a website.
""It's not that sophisticated - it's a very old technique,"" Mr Martin told Radio 4's Today programme.
""I can't think of a company of the size and standing internationally of X that's fallen over to a DDoS attack for a very long time,"" he added.
He said the incident at X ""doesn't reflect well on their cyber security.""
Many users trying to access the platform and refresh feeds on its app and desktop site during Monday's outages were met with a loading icon.
Musk, who has been a frequent critic of Ukraine and its President Volodymyr Zelensky, has offered no evidence to support his claim and did not say whether or not he thought state actors were involved.
He posted on X that ""either a large, coordinated group and/or a country is involved"".
But Prof Martin said tracing IP addresses ""tells you absolutely nothing,"" because hackers in this situation would hijack devices from all over the world.
The BBC has approached the Ukrainian embassy in Washington DC for comment.
Alp Toker, director of Netblocks, which monitors the connectivity of web services, said its own metrics suggested the outages could well be linked to a cyber attack.
""What we've been seeing is consistent with what we've seen in past denial of service attacks, rather than a configuration or coding error in the platform,"" he told the BBC.
He said the organisation has seen several major outages spanning more than six hours on Monday, ""each having global impact"".
""This is amongst the longest X/Twitter outages we've tracked in terms of duration, and the pattern is consistent with a denial of service attack targeting X's infrastructure at scale,"" he added.
Musk has previously claimed that the platform has been targeted by DDoS attacks,but these have not been confirmed.
Like all major social networks, X is a regular target for disruptive and attention seeking attacks.
But X has a track record of falling due to these attacks much more than other larger sites like Facebook and Instagram.
In 2023, a small group of hackers called Anonymous Sudantook the site offlinein more than a dozen countries for hours in an attempt to pressurise Elon Musk into launching his Starlink service in their country.
Two men were arrestedin 2024 for being the ringleaders of the group - showing that hackers can disrupt X with DDoS attacks from anywhere in the world with the right tools and expertise.
Cyber specialists are seeing a ""sharp rise"" in DDoS attacks which are becoming ""an increasingly popular tool"" for criminals, according to Sian John, chief technology officer at cyber security company NCC Group.
""Businesses that store large amounts of sensitive data, like tech firms, financial institutions, and healthcare providers, are frequent targets,"" she said.
""But any organisation with an online presence is at risk.""
Additional reporting by Joe Tidy, Imran Rahman-Jones and Chris Vallance.
"
title,content
Can you solve these time puzzles from the ancient world?,"As the clocks go forward this spring, see if you can solve these puzzles based on ancient calendars.
When the clocks change for Daylight Saving Time, it can often involve a bit more mental arithmetic than usual as we try to figure out our schedules. This is especially true for those of us trying to navigate different time zones.
For most of the US, the clocks go forward one hour on thesecond Sunday in March– unless you're in Arizona and Hawaii, which do not observe Daylight Saving Time. Spare a thought for the Navajo Nation living in Arizona – theymove to daylight savings timeeven though the rest of the state stays on standard time.
And for those making transatlantic calls, the time difference is a little shorter for the next three weeks as theUKand the rest of Europe do not move to their summer time schedule until later in March. But even here there can be mental agility needed - the clocks at the Royal Observatory in Greenwich, London, are a frequent cause of confusion for visitors as theyremain on GMT throughout the summer.
In the ancient world, there were far more radical changes to the way people observed and formalised time. The changes to the calendars used by the Romans, for instance, led to seemingly impossible conundrums.
To help limber up your brain for the weeks ahead, we've put together the following time-based riddles with the advice of Helen Parish, professor of history at the University of Reading in the UK. Scroll to the bottom of the article for the answers – or if you'd like a clue,get some hints in this story first.
Puzzle 1: The impossible letter
A woman sits down to write a letter in France on 8 November 1582.
Three days earlier, the letter is received in England.
What happened?
Puzzle 2: The mystery of the missing birthdays
In the year 46BC, in Rome, a child is born in spring.
She lives to be 60 years old, though she never has another birthday again.
But why?
Puzzle 3: The strangely ageing farmhand
After working in the fields on the last day of December 800BC, a farm labourer downs his tools and goes to bed.
On the first day of the new year, when he picks up his tools to start work again, he is two months older.
How can this be?
The impossible letter – Puzzle 1
In the 1500s, the old Julian calendar was replaced by the Gregorian calendar. But different countries in Europe adopted the new calendar at different times – which meant the days across the continent were often out of sync, leaving some countries several days or weeks behind others.
The mystery of the missing birthdays – Puzzle 2
Romans used to use extra months known as ""intercalary months"", which were added ad hoc to realign the 355-day Roman year with the solar year. The child in question was born in the intercalary month of Mercedonius. The last time the month of Mercedonius was used was spring 46BC, so the child was severely short-changed on birthdays.
The strangely ageing farmhand – Puzzle 3
The pre-Julian calendar only had 10 months, and didn't calendarise the roughly 60 days of wintertime when there was no agricultural work to be done. During this wintertime, there was no real concept of ""months"".
Bonus:
Even in our modern world there are calendar quirks that mean some people live in multiple time zones where they can be several different ages at once. With a bit of border-hopping, it is also possible to travel back to the 1300s or forward to the 26th Century. Read more inthis fascinating feature about the people living in multiple time zones by Erin Craig.
--
If you liked this story,sign up for The Essential List newsletter– a handpicked selection of features, videos and can't-miss news delivered to your inbox every Friday.
Join one million Future fans by liking us onFacebook, or follow us onTwitterorInstagram.
"
title,content
Software bug at firm left NHS data 'vulnerable to hackers',"The NHS is ""looking into"" allegations that patient data was left vulnerable to hacking due to a software flaw at a private medical services company.
The flaw was found last November at Medefer, which handles 1,500 NHS patient referrals a month in England.
The software engineer who discovered the flaw believes the problem had existed for at least six years.
Medefer says there is no evidence the flaw had been in place that long and stressed that patient data has not been compromised.
The flaw was fixed a few days after being discovered.
In late February the company commissioned an external security agency to undertake a review of its data management systems.
An NHS spokesperson said: ""We are looking into the concerns raised about Medefer and will take further action if appropriate.""
Medefer's system allows patients to book virtual appointments with doctors, and gives those clinicians access to the appropriate patient data.
However, the software bug, discovered in November, made Medefer's internal patient record system vulnerable to hackers, the engineer said.
The software engineer, who does not want to be named, was shocked by what he uncovered.
""When I found it, I just thought 'no, it can't be'.""
The problem was in bits of software called APIs (application programming interfaces), which allow different computer systems to talk to each other.
The engineer says that at Medefer those APIs were not properly secured, and could potentially have been accessed by outsiders, who would have been able to see patient information.
He said it was unlikely that patient information was taken from Medefer, but that without a full investigation, the company could not have known for sure.
""I've worked in organisations where, if something like this happened, the whole system would be taken down immediately,"" he said.
On discovering the flaw the engineer told the company that an external cybersecurity expert should be brought in to investigate the problem, which he says the company did not do.
Medefer says the external security agency has confirmed that it has found no evidence of any breach of data and that all the company's data systems were currently secure.
It says the process of investigating and fixing the API flaw was ""extremely open"".
Medefer said it had reported the issue to the ICO (Information Commissioner's Office)  and the CQC (Care Quality Commission), ""in the interests of transparency"", and that the ICO had confirmed there is no further action to be taken as there is no evidence of a breach.
The engineer, who had been contracted in October to test for flaws in the company's software, left the company in January.
In a statement Dr Bahman Nedjat-Shokouhi, founder and CEO of Medefer, said: ""There is no evidence of any patient data breach from our systems.""
He confirmed that the flaw had been discovered in November and a fix was developed in 48 hours.
""The external security agency has asserted that the allegation that this flaw could have provided access to large amounts of patients' data is categorically false.""
The security agency will complete its review later this week.
Dr Nedjat-Shokouhi added: ""We take our duties to patients and the NHS very seriously. We hold regular external security audits of our systems by independent external security agencies, undertaken on multiple occasions every year.""

Cybersecurity experts, who have looked at information supplied by the software engineer, have expressed their concern.
""There is the possibility that Medefer stored data derived from the NHS not as securely as one would hope it would be,"" said Prof Alan Woodward, a cybersecurity expert at the University of Surrey.
""The database might be encrypted and all the other precautions taken, but if there is a way of glitching the API authorisation, anyone who knows how could potentially gain access,"" he added.
Another expert pointed out that as Medefer deals with highly-sensitive, medical data, the company should have brought in cybersecurity experts as soon as the problem was identified.
""Even if the company suspected that no data was stolen, when facing an issue that could have resulted in a data breach, especially with data of the nature in question, an investigation and confirmation from a suitably qualified cybersecurity expert would be advisable,"" says Scott Helme, a security researcher.
Medefer was founded in 2013 by Dr Nedjat-Shokouhi, with a goal to improve outpatient care. Since then its technology has been used by NHS trusts across England.
In a statement the NHS spokesperson said those trusts are responsible for their contracts with the private sector.
""Individual NHS organisations must ensure they meet their legal responsibilities and national data security standards to protect patient data when appointing suppliers, and we offer them support and training nationally on how this should be done.""
"
title,content
A virtual reality pangolin made me cry and care more about the planet: Is this the real power of VR headsets?,"For many, constant bad news numbs our reaction to climate disasters. But research suggests that a new type of immersive storytelling about nature told through virtual reality (VR) can both build empathy and inspire us to act.
I'm crying into a VR headset. I've just watched a VR experience that tells the story of a young pangolin called Chestnut, as she struggles to survive in the Kalahari Desert. A vast, dusty landscape extends around me in all directions, and her armoured body seems vulnerable as she curls up, alone, to sleep. Her story is based on the life of a real pangolin that was tracked by scientists.
Chestnut hasn't found enough to ants to eat, since insect numbers have dwindled due to climate change. Her sunny voice remains optimistic even as exhaustion takes over. In the final scenes, she dies, and I must clumsily lift my headset to dab my eyes.
VR experiences can be a lot more than just moving or fun, research suggests. Scientists are discovering that nature experiences shown through VR can affect our attitudes and behaviours – and that these arresting depictions of nature might nudge us into taking better care of our environment.
My powerful VR experience with Chestnut's story was made by HabitatXR, a production studio based in Johannesburg. Founder Ulrico Grech-Cumbo launched the company in 2016, following many trips to the African bush during which he captured its green, dusty landscapes and iconic wildlife on camera. He had experience working in VR, and realised that he could translate his footage into something more immersive.
""I thought it would be a hell of a lot of fun being inside a natural history documentary,"" he says.
HabitatXR is just one of the companies experimenting with VR technology to create nature experiences.Wild Immersion, based in Paris, take their immersive movies of underwater worlds and snowscapes to science centres and aquariums. And UK artist collectiveMarshmallow Laser Feasthave created immersive experiences that show the forest through the eyes of a dragonfly, and take the viewer ""inside"" a tree.
The nature experiences developed by HabitatXR are situated in a virtual version of the African savannah. In one, I find myself in a misty landscape dotted with squat, flat-topped acacias. Suddenly a rhinoceros emerges, dangerously close, its enormous horn scything the air as it walks towards me and lowers its head.
Despite the pixelated graphics, I instinctively look down to where my knee should be – to where the rhino's horn ought to have grazed it. The beast lets out a breathy snort and, mercifully, retreats.
I'm beginning to see how emotionally compelling this kind of storytelling can be. And I'm not alone – when an environmental NGO took one of HabitatXR's VR experiences to a fundraising gala, Grech-Cumbo saw the powerful effect it had on those who watched it. ""High net worth individuals were strolling around with expensive watches and glasses of champagne,"" he says. ""We'd sit them down in a dark room and put a VR headset on them, and five minutes later, they'd be crying. That's not something I've ever seen a film do [to] 50 people at a time.""
Grech-Cumbo's observation is reflected in scientific research, which finds that VR tends to trigger stronger emotions than other media. Engaging in a VR experience about a Syrian refugee elicitsmore intense emotionsthan reading an article showing the same images and information, for example.
There may be particular benefits to VR content that deals with nature. One nature experience depicting a forest of majestic trees, for example, made peoplemore likely to take actionto protect the environment, such as signing a petition on plastic reduction or taking flyers to spread the word about the petition. Another, of a journey through the Amazon rainforest, found that participants who experienced the forest through VR reported feeling more connected to nature and expressed greatercommitment to the environmentthan participants who watched the same rainforest visuals on a standard computer screen.
VR isparticularly goodat making us feel a complex and impactful emotion: awe.Psychologists describe aweas the feeling of being in the presence of something vast that transcends your current understanding of the world. It can make us feelwonder, but also uncertainty. And research suggests that experiencing awe can make us more inclined tomake personal sacrifices for the environment.
These recent scientific analyses of awe build on a long history of its exploration in philosophy and the arts. It particularly obsessed certain 18th-Century poets and writers, whose experience of what they called ""the sublime"" was often inspired by nature. (Learn more about the power of awe in this article by Richard Fisher about the upsides of feeling small.)
Alice Chirico, a psychologist at the Catholic University of the Sacred Heart in Milan, Italy, has studied VR's ability to make us feel awe, and how this might impact people's relationship to the natural world. She has found that VR nature experiences prompt us to feel awe when they induce a sense of vastness – likehuge mountains and tall trees. In another study, she found that these kinds of awe-inspiring virtual nature experiences made people more likely totake social actions geared towards protectingthe environment
Alice Chirico, a psychologist at the Catholic University of the Sacred Heart in Milan, Italy, has studied VR's ability to make us feel awe, and how this might impact people's relationship to the natural world. She has found that VR nature experiences prompt us to feel awe when they induce a sense of vastness – likehuge mountains and tall trees. In another study, she found that these kinds of awe-inspiring virtual nature experiences made people more likely totakesocial actions geared towards protectingthe environment.
""Awe is able to support positive attitudes towards the environment and also a sense of attachment towards the environment – a kind of nature connectedness, the feeling of being included within something that is much bigger than us,"" Chirico says.
VR can do this in ways that other media formats can't, she says, because it can drop us into a story and create the illusion that we're part of it. VR ""manipulates the sense of presence"", Chirico says, creating ""the illusion of being really there in that specific place in that specific moment, as if it is reality itself"".
The immersive advantage VR may have over other media such as articles or videos could have real world impacts. Researchers have found that people aremore inclined to save energy at homewhen they learn about the need for pro-environmental behaviours through VR, rather than from an article or video. They suggest that the difference is because of what they call the ""presence mechanism"" – the feeling of truly being inanother world.
These experiences typically bring the viewer up close to their subject – face to face with a gorilla, or inside a migrating wildebeest herd. Feelings of immersion in such scenes might be limited by current technology, however. For me, the horn-swinging rhino was striking, though not visually believable. Researchers suggest thatrich, high resolution imageryis important for immersing the viewer in the experience. VR tech likely to improve in the coming years, as accessories heighten the realism of virtual worlds. There is even aglove able to convince its wearerthat a spider is crawling across their hand, for example.
Despite decades of excitement over VR, the technology has struggled to break into the mainstream. Even today, relatively few people have access to VR headsets, with only around10 millionof the devices sold across the globe every year. Reports suggest that Apple's long-awaited Vision Pro headset, for example – which costs $3,499 in the US and £3,499 in the UK – has achieveda fraction of its expected sales.
""Even though I've been working in this world for 10 years, there's probably a nine out of 10 chance that if I put a headset on a person, it's their first time wearing a VR headset,"" Grech-Cumbo says.
Even if the technology were more accessible, could dazzling virtual experiences undermine our appreciation for local, everyday nature? It is important, Grech-Cumbo acknowledges, that eye-catching VR nature experiences don't distract us from the real forests, parks and mountain ranges near to where we live.
""This is about understanding our own relationship with nature, wherever we are,"" he says.
With this in mind, HabitatXR is now working on a project that will bring virtual nature into cities, starting with Johannesburg. Their plans for a VR ""Zoo of the Future"" will include a web of life experience, in which people will be able to virtually pick up individual species – flowers, grasses, bugs, animals – from an ecosystem map, and see their ecological links to other species.
""[We want to] put an emphasis on the fact that we are all connected – whether we believe it or not, whether we like it or not,"" Grech-Cumbo says.
Chirico emphasises that VR's goal should not be to replace reality and nature. There are lots of things virtual nature can't do. Studies suggest itcan't boost our moodin the same way real nature can, for instance. However, it could be democratising. ""People don't [always] have full or easy access to nature, so the goal is to provide it in a cheaper way,"" Chirico says.
More like this:
•The cement that could turn your house into a giant battery
•In Cleveland, mushrooms digest entire houses
•How beer sludge is being turned into vegan milk
In the US, for example,100 million people, including 28 million children, reportedly do not have access to parks close to their homes. VR nature experiences might, in such cases, enable people to interact with an unreal yet informative and inspiring version of nature. Plus, adds Chirico, ""There's the fact that you don't have to move from your home, so the emissions are reduced – you can explore amazing panoramas that otherwise would require hours and hours of traveling by plane or car.""
As I blinked through tears towards the end of HabitatXR's story about Chestnut the pangolin, some white text floated in front of me before the credits rolled: ""This isn't a story about pangolins. Or ants. Or even climate change. This is a story about us,"" it read – a reminder that humans are part of the same ecosystems as plants and other animals.
""The overarching message,"" Grech-Cumbo says, ""is that we are a part of nature, not the opposite of nature.""
--
For timely, trusted tech news from global correspondents to your inbox, sign up to theTech Decoded newsletter, whileThe Essential Listdelivers a handpicked selection of features and insights twice a week.
For more science, technology, environment and health stories from the BBC, follow us onFacebook,XandInstagram.
"
title,content
Can LED face masks transform your skin - here's what the experts say,"LED technology has been usedto address a number of skin issues, such as eczema, mild to moderate acne, psoriasis and sun damage in a medical setting.
But the at-home LED market is on the verge of becoming a massive industry - with masks and other devices retailing for anything from £40 to £1,500.
The technology harnesses the power of light-emitting diodes (LEDs), which then stimulate skin cells when they are exposed to the skin repeatedly.
Mask developers make big claims that at-home LED masks can be used to treat acne scars, sun damage and fine lines - but does this stand up to scrutiny?
The LED market is set to be worth£600m globally by 2032- which is nearly double what airflow technology like the Dyson Airwrap will beworth at the same point.
According to consultant dermatologist Dr Jonathan Kentley, LED technology works by causing the skin to absorb light energy, which then triggers cellular changes in a process known as photobiomodulation (PBM).
""This allows new blood vessels and skin cells to be formed, along with more collagen and elastin,"" he tells the BBC.
""PBM has also been used to treat acne as it has anti-inflammatory effects and reduces the amount of oil in the skin,"" he adds.
Arecent comprehensive studyof PBM stated that more clinical trials on humans need to take place to fully understand how it actually works.
US space agency Nasa first began studying the effect of LEDs in the 1990s to see if it could help in cell regeneration.
Since then, medical-grade devices have been used by dermatologists ""for many years"", according to Dr Kentley.
But at-home masks have only been on the retail market for about five years and cost a fraction of the medical devices.
The main differences between medical devices and High Street masks are the strength of the LEDs, the number of bulbs on the device and how close they sit to the skin's surface when being used.
Dr Justine Kluk, who runs her own dermatology clinic and specialises in treating acne, believes that while at-home masks ""sound promising"", mask wholesale manufacturers are ""speculating"" about their benefits.
""I don't believe anyone has run clinical trials of the LED mask at home to see if it is the same dose as a device you would use in a clinic or hospital,"" she tells the BBC.
""No-one is testing these devices in big enough sample sizes for long enough periods of time for us to feel really confident.
""So I believe the benefits from using one of these masks is probably very modest,"" she adds.
Skincare makes upnearly half of all global sales in the beauty industry- and is set to continue to grow more than the likes of haircare, make-up and fragrance in the next year.
This is being boosted by Generation Z (those born between 1995 and 2009) and even Generation Alpha (born 2010 to now) whose skincare fascination is said to befuelled by social media trends.
Dr Kluk says she has noticed ""that people's interest in at-home skin care and treatments has increased hugely since Covid"" and believes the ""visually interesting"" element of the at-home LED mask makes it such an eye-catching product to sell online.
""People sitting watching TV wearing a red LED mask increases people's curiosity.
""Every other consultation I've had for the last six months, has involved people asking me about LED masks,"" she adds.
When you search LED masks on social media platforms such as TikTok, you will be met with hundreds of videos with users showing off their results after using one of these at-home devices.
Natalie O'Neill, 29, tells the BBC she started to use a mask ""out of curiosity to see if I would notice any difference"" and did not use it to treat an existing skin condition like acne.
The skincare content creator says:  ""I noticed a change in my skin after a couple of weeks and felt it prevented breakouts really well.""
She adds that the mask has helped to ""keep my skin tone looking more even"" and faded marks on her face more quickly.
O'Neill was not paid to promote a particular mask and caveats all her content on this technology by saying she uses it alongside a consistent skincare routine.
""Getting red light or LED therapy in a clinic is not immediately transferable to a mask, which a lot of consumers don't realise - I'm OK with that because I have the right expectations,"" she adds.
Part of the appeal of LED masks is that they are easy to use and therefore have a low barrier to entry for potential buyers.
Laurence Newman is the chief executive of CurrentBody, whose at-home LED mask is one of the world's best sellers.
He started selling professional equipment to clinics more than 25 years ago and began developing an at-home LED mask in 2009, bringing out the company's first device just under 10 years later.
""We see that people use it for 10 minutes and get an instant glow afterwards,"" he tells the BBC.
Newman says that women in particular ""are moving towards totally non-invasive skincare"" and looking for ways to improve their skin without botox and fillers.
Newman says the masks his company sells have been developed using the same technology as medical devices, which have a minimum requirement light wavelengths.
He emphasises that the at-home LED mask market and indeed at-home beauty technology market are in their infancy, with ""a real movement of education"" growing.
Dr Kentley concludes that ""PBM is mostly considered safe, even at high levels"" so using any form of LED technology is unlikely to ""cause damage to cells"", however more research into how exactly PBM works is needed to understand what it can do.
""There have been many experimental and clinical studies into the use of PBM for various dermatologic conditions, however they have varied in the parameters of the device and treatment protocols,"" he adds.
""Many of these studies were small and unstandardised and often paid for by the manufacturers so it is difficult to draw concrete conclusions"".
He says if someone is keen to buy a device they should make sure they choose one that has EU safety certifications and a high density of LED bulbs on the mask to ensure enough energy is being delivered to the skin.
Dr Kluk also says that she does not ""want to discourage anyone"" who is intrigued by the technology but wants ""them to understand that this is a lot of money to spend on a device, which could potentially support a good skincare routine, or if it's severe like acne, a good prescription regimen and some lifestyle measures - but it's unlikely to do enough on its own.""
"
title,content
Is Trump reining in Musk after a cabinet showdown with secretaries?,"US President Donald Trump called a meeting of his cabinet secretaries on Thursday to discuss Elon Musk and his efforts to slash government spending and personnel numbers.
It turned heated, according to media reports.
Musk accused Secretary of State Marco Rubio of failing to cut enough staff at the state department, reports the New York Times.
The tech mogul told Rubio he was ""good on TV"", according to the newspaper, pointedly skipping any praise of his work as America's top diplomat.
The billionaire also clashed with Transportation Secretary Sean Duffy over whether Musk's Department of Government Efficiency (Doge) task force had tried to lay off air traffic controllers who were already in short supply in the Federal Aviation Administration, according to the New York Times.
Duffy's department has been under scrutiny after two US airline crashes since Trump took office in January.
After listening to the back-and-forth, the Republican president reportedly intervened to make clear he still supported Doge, but from now on cabinet secretaries would be in charge and the Musk team would only advise.
A state department spokeswoman told the newspaper Rubio felt the cabinet meeting was an ""open and productive discussion"". The White House has not responded to BBC requests for further comment.
Speaking in the Oval Office after the meeting, Trump said cabinet members should decide who to cut, but if they didn't, Musk would do the job.
""I had a meeting, and I said I want the cabinet members to go first"", Trump said. ""And if they can cut it's better, if they don't cut, then Elon will do the cutting.""
The hastily planned gathering could provide evidence that the president has decided to curtail the sweeping power the SpaceX and Tesla boss and his Doge cost-cutting initiative have commanded in the early weeks of his administration.
Trump first commented on the substance of Thursday's meeting, which was disclosed only in after-the-fact media reports, through a post that evening on his social media site, Truth Social.
He said that he had instructed his secretaries to work with Doge on ""cost-cutting measures"".
""As the secretaries learn about, and understand, the people working for the various departments, they can be very precise as to who will remain, and who will go,"" he wrote, adding that they should use a ""scalpel"" not a ""hatchet"".
Just a few weeks ago, Musk wielded a shiny chainsaw at a conservative conference – a visible symbol of aggressive attempts to slash government spending that have angered Democrats and concerned some officials in the Trump administration.
Musk's team had sent multiple emails from an official government account to millions of federal workers, encouraging them to accept months of advance pay in exchange for their resignations.
Federal workers were instructed to provide accounts of their weekly accomplishments or risk firing – a request some agencies instructed their employees to ignore.
Doge also ordered the dismissal of many newly hired government employees who, because of their ""probationary"" status, did not have full civil service protections.
Some government agencies have since rescinded these orders because employees deemed essential, such as those who oversee nuclear weapon security, had been affected.
During an Oval Office event on Friday, Trump responded to questions about the cabinet meeting – and reports of its heated exchanges. He insisted there was ""no clash"". He praised both Rubio and Musk and said the two got along ""great"".
Trump's Thursday Truth Social post, however, appears to give department heads more authority to push back against Musk.
It also may be an attempt to insulate the Trump administration from lawsuits that allege Musk is wielding too much power for someone who, unlike cabinet secretaries, is not subject to Senate review and confirmation.
Several federal judges overseeing these cases have already expressed concern about Musk's authority – concerns that may be further fuelled by Trump's comments during his address to Congress on Tuesday that the billionaire was, in fact, the man in charge of Doge.
Musk and Trump have formed a formidable partnership so far – as the richest man in the world and the most powerful politician in America. Washington has been rife with speculation for months about whether that partnership could ultimately fracture.
Those predictions, however, have usually been followed by renewed signs of comity between the two men.
On Friday night, Musk was seen boarding Air Force One with the president for a flight to Trump's Mar-a-Lago home in Florida for the weekend.
The cabinet room dust-up may be the first crack in the foundation – but there is plenty of evidence that Trump still supports Musk's broader efforts and goals, even if he might prefer he use a scalpel in the days ahead, not a chainsaw.
Follow the twists and turns of Trump's second presidential term with North America correspondent Anthony Zurcher's weeklyUS Politics Unspun newsletter. Readers in the UK cansign up here. Those outside the UK cansign up here.
"
title,content
North Korean hackers cash out hundreds of millions from $1.5bn ByBit hack,"Hackers thought to be working for the North Korean regime have successfully converted at least $300m (£232m) of their record-breaking $1.5bn crypto heist to unrecoverable funds.
The criminals, known as Lazarus Group, swiped the huge haul of digital tokens in a hack on crypto exchange ByBittwo weeks ago.
Since then, it's been a cat-and-mouse game to track and block the hackers from successfully converting the crypto into usable cash.
Experts say the infamous hacking team is working nearly 24 hours a day - potentially funnelling the money into the regime's military development.
""Every minute matters for the hackers who are trying to confuse the money trail and they are extremely sophisticated in what they're doing,"" says Dr Tom Robinson, co-founder of crypto investigators Elliptic.
Out of all the criminal actors involved in crypto currency, North Korea is the best at laundering crypto, Dr Robinson says.
""I imagine they have an entire room of people doing this using automated tools and years of experience. We can also see from their activity that they only take a few hours break each day, possibly working in shifts to get the crypto turned into cash.""
Elliptic's analysis tallies with ByBit, which says that 20% of the funds have now ""gone dark"", meaning it is unlikely to ever be recovered.
The US and allies accuse the North Koreans of carrying out dozens of hacks in recent years to fund the regime's military and nuclear development.
On 21 February the criminals hacked one of ByBit's suppliers to secretly alter the digital wallet address that 401,000 Ethereum crypto coins were being sent to.
ByBit thought it was transferring the funds to its own digital wallet, but instead sent it all to the hackers.
Ben Zhou, the CEO of ByBit, assured customers that none of their funds had been  taken.
The firm has since replenished the stolen coins with loans from investors, but is, in Zhou's words, ""waging war on Lazarus"".
ByBit's Lazarus Bounty programme is encouraging members of the public to trace the stolen funds and get them frozen where possible.
All crypto transactions are displayed on a public blockchain, so it's possible to track the money as it's moved around by the Lazarus Group.
If the hackers try to use a mainstream crypto service to attempt to turn the coins into normal money like dollars, the crypto coins can be frozen by the company if they think they are linked to crime.
So far 20 people have shared more than $4m in rewards for successfully identifying $40m of the stolen money and alerting crypto firms to block transfers.
But experts are downbeat about the chances of the rest of the funds being recoverable, given the North Korean expertise in hacking and laundering the money.
""North Korea is a very closed system and closed economy so they created a successful industry for hacking and laundering and they don't care about the negative impression of cyber crime,"" Dr Dorit Dor from cyber security company Check Point said.
Another problem is that not all crypto companies are as willing to help as others.
Crypto exchange eXch is being accused by ByBit and others of not stopping the criminals cashing out.
More than $90m has been successfully funnelled through this exchange.
But over email the elusive owner of eXch - Johann Roberts - disputed that.
He admits they didn't initially stop the funds, as his company is in a long-running dispute with ByBit, and he says his team wasn't sure the coins were definitely from the hack.
He says he is now co-operating, but argues that mainstream companies that identify crypto customers are betraying the private and anonymous benefits of crypto currency.
North Korea has never admitted being behind the Lazarus Group, but is thought to be the only country in the world using its hacking powers for financial gain.
Previously the Lazarus Group hackers targeted banks, but have in the last five years specialised in attacking cryptocurrency companies.
The industry is less well protected with fewer mechanisms in place to stop them laundering the funds.
Recent hacks linked to North Korea include:
In 2020, the US added North Koreans accused of being part of the Lazarus Group to its Cyber Most Wanted list. But the chances of the individuals ever being arrested are extremely slim unless they leave their country.
"
title,content
